food_portion_modifier,food_portion_gram_weight,food_portion_desription,food_portion_measure_unit_name,food_portion_measure_unit_abbreviation,active,ingredient_id
,24,1 small or thin/very thin slice,,,1,3136
,31,Quantity not specified,,,1,3136
,31,1 medium or regular slice,,,1,3136
,2.4,1 cubic inch,,,1,3137
,39,1 large or thick slice,,,1,3137
,413,"1 loaf (10-3/4"" long)",,,1,3137
,13,"1 slice, crust not eaten",,,1,3137
,9,"1 slice, snack-size",,,1,3137
,22,1 small or thin/very thin slice,,,1,3137
,28,1 medium or regular slice,,,1,3137
,28,Quantity not specified,,,1,3137
,2,1 surface inch,,,1,3138
,57,1 medium pita,,,1,3138
,28,1 small pita,,,1,3138
,114,1 extra large pita,,,1,3138
,85,1 large pita,,,1,3138
,57,Quantity not specified,,,1,3138
,2,1 surface inch,,,1,3139
,104,1 extra large pita,,,1,3139
,25,1 small pita,,,1,3139
,52,1 medium pita,,,1,3139
,52,Quantity not specified,,,1,3139
,77,1 large pita,,,1,3139
,2,1 surface inch,,,1,3140
,114,1 extra large pita,,,1,3140
,85,1 large pita,,,1,3140
,28,1 small pita,,,1,3140
,57,Quantity not specified,,,1,3140
,57,1 medium pita,,,1,3140
,77,1 large pita,,,1,3141
,25,1 small pita,,,1,3141
,104,1 extra large pita,,,1,3141
,52,Quantity not specified,,,1,3141
,52,1 medium pita,,,1,3141
,2.6,1 cubic inch,,,1,3142
,43,1 large or thick slice,,,1,3142
,10,"1 slice, snack-size",,,1,3142
,24,1 small or thin/very thin slice,,,1,3142
,28,1 medium or regular slice,,,1,3142
,28,Quantity not specified,,,1,3142
,13,"1 slice, crust not eaten",,,1,3142
,2.4,1 cubic inch,,,1,3143
,39,1 large or thick slice,,,1,3143
,12,"1 slice, crust not eaten",,,1,3143
,9,"1 slice, snack-size",,,1,3143
,22,1 small or thin/very thin slice,,,1,3143
,25,1 medium or regular slice,,,1,3143
,25,Quantity not specified,,,1,3143
,43,1 large or thick slice,,,1,3144
,13,"1 slice, crust not eaten",,,1,3144
,10,"1 slice, snack-size",,,1,3144
,24,1 small or thin/very thin slice,,,1,3144
,28,1 medium or regular slice,,,1,3144
,28,Quantity not specified,,,1,3144
,39,1 large or thick slice,,,1,3145
,9,"1 slice, snack-size",,,1,3145
,12,"1 slice, crust not eaten",,,1,3145
,25,1 medium or regular slice,,,1,3145
,22,1 small or thin/very thin slice,,,1,3145
,25,Quantity not specified,,,1,3145
,43,1 large or thick slice,,,1,3146
,15,"1 slice, crust not eaten",,,1,3146
,10,"1 slice, snack-size",,,1,3146
,24,1 small or thin/very thin slice,,,1,3146
,32,1 medium or regular slice,,,1,3146
,32,Quantity not specified,,,1,3146
,39,1 large or thick slice,,,1,3147
,12,"1 slice, crust not eaten",,,1,3147
,9,"1 slice, snack-size",,,1,3147
,29,1 medium or regular slice,,,1,3147
,22,1 small or thin/very thin slice,,,1,3147
,29,Quantity not specified,,,1,3147
,3.7,1 cubic inch,,,1,3148
,43,1 large or thick slice,,,1,3148
,14,"1 slice, crust not eaten",,,1,3148
,24,1 small or thin/very thin slice,,,1,3148
,31,1 medium or regular slice,,,1,3148
,31,Quantity not specified,,,1,3148
,39,1 large or thick slice,,,1,3149
,13,"1 slice, crust not eaten",,,1,3149
,28,1 medium or regular slice,,,1,3149
,18,1 small or thin/very thin slice,,,1,3149
,28,Quantity not specified,,,1,3149
,118,1 large slice,,,1,3150
,79,1 medium slice,,,1,3150
,39,1 small slice,,,1,3150
,393,"1 baguette (about 22"" long)",,,1,3150
,41,1 piece/slice Texas Toast,,,1,3150
,185,"1 mini baguette (about 9"" long)",,,1,3150
,79,Quantity not specified,,,1,3150
,111,1 large slice,,,1,3151
,74,1 medium slice,,,1,3151
,37,1 small slice,,,1,3151
,176,"1 mini baguette (about 9"" long)",,,1,3151
,376,"1 baguette (about 22"" long)",,,1,3151
,40,1 piece/slice Texas Toast,,,1,3151
,74,Quantity not specified,,,1,3151
,111,1 large slice,,,1,3152
,74,1 medium slice,,,1,3152
,37,1 small slice,,,1,3152
,176,"1 mini baguette (about 9"" long)",,,1,3152
,376,"1 baguette (about 22"" long)",,,1,3152
,40,1 piece/slice Texas Toast,,,1,3152
,74,Quantity not specified,,,1,3152
,118,1 large slice,,,1,3153
,79,1 medium slice,,,1,3153
,39,1 small slice,,,1,3153
,185,"1 mini baguette (about 9"" long)",,,1,3153
,393,"1 baguette (about 22"" long)",,,1,3153
,41,1 piece/slice Texas Toast,,,1,3153
,79,Quantity not specified,,,1,3153
,118,1 large slice,,,1,3154
,79,1 medium slice,,,1,3154
,39,1 small slice,,,1,3154
,393,"1 baguette (about 22"" long)",,,1,3154
,185,"1 mini baguette (about 9"" long)",,,1,3154
,41,1 piece/slice Texas Toast,,,1,3154
,79,Quantity not specified,,,1,3154
,132,1 large slice,,,1,3155
,88,1 medium slice,,,1,3155
,44,1 small slice,,,1,3155
,209,"1 mini baguette (about 9"" long)",,,1,3155
,447,"1 baguette (about 22"" long)",,,1,3155
,48,1 piece/slice Texas Toast,,,1,3155
,88,Quantity not specified,,,1,3155
,132,1 large slice,,,1,3156
,88,1 medium slice,,,1,3156
,44,1 small slice,,,1,3156
,209,"1 mini baguette (about 9"" long)",,,1,3156
,447,"1 baguette (about 22"" long)",,,1,3156
,48,1 piece/slice Texas Toast,,,1,3156
,88,Quantity not specified,,,1,3156
,4.3,1 cubic inch,,,1,3157
,39,1 large or thick slice,,,1,3157
,9,"1 slice, snack-size",,,1,3157
,28,1 medium or regular slice,,,1,3157
,18,1 small or thin/very thin slice,,,1,3157
,28,Quantity not specified,,,1,3157
,13,"1 slice, crust not eaten",,,1,3157
,43,1 large or thick slice,,,1,3158
,13,"1 slice, crust not eaten",,,1,3158
,10,"1 slice, snack-size",,,1,3158
,24,1 small or thin/very thin slice,,,1,3158
,29,Quantity not specified,,,1,3158
,29,1 medium or regular slice,,,1,3158
,4.7,1 cubic inch,,,1,3159
,43,1 large or thick slice,,,1,3159
,14,"1 slice, crust not eaten",,,1,3159
,31,1 medium or regular slice,,,1,3159
,24,1 small or thin/very thin slice,,,1,3159
,31,Quantity not specified,,,1,3159
,10,"1 slice, snack-size",,,1,3159
,39,1 large or thick slice,,,1,3160
,12,"1 slice, crust not eaten",,,1,3160
,9,"1 slice, snack-size",,,1,3160
,22,1 small or thin/very thin slice,,,1,3160
,26,Quantity not specified,,,1,3160
,26,1 medium or regular slice,,,1,3160
,43,1 large or thick slice,,,1,3161
,10,"1 slice, snack-size",,,1,3161
,29,1 medium or regular slice,,,1,3161
,24,1 small or thin/very thin slice,,,1,3161
,29,Quantity not specified,,,1,3161
,13,"1 slice, crust not eaten",,,1,3161
,39,1 large or thick slice,,,1,3162
,9,"1 slice, snack-size",,,1,3162
,12,"1 slice, crust not eaten",,,1,3162
,26,1 medium or regular slice,,,1,3162
,26,Quantity not specified,,,1,3162
,22,1 small or thin/very thin slice,,,1,3162
,43,1 large or thick slice,,,1,3163
,13,"1 slice, crust not eaten",,,1,3163
,10,"1 slice, snack-size",,,1,3163
,28,1 medium or regular slice,,,1,3163
,24,1 small or thin/very thin slice,,,1,3163
,28,Quantity not specified,,,1,3163
,39,1 large or thick slice,,,1,3164
,9,"1 slice, snack-size",,,1,3164
,22,1 small or thin/very thin slice,,,1,3164
,25,1 medium or regular slice,,,1,3164
,25,Quantity not specified,,,1,3164
,12,"1 slice, crust not eaten",,,1,3164
,43,1 large or thick slice,,,1,3165
,10,"1 slice, snack-size",,,1,3165
,28,1 medium or regular slice,,,1,3165
,24,1 small or thin/very thin slice,,,1,3165
,28,Quantity not specified,,,1,3165
,13,"1 slice, crust not eaten",,,1,3165
,39,1 large or thick slice,,,1,3166
,9,"1 slice, snack-size",,,1,3166
,22,1 small or thin/very thin slice,,,1,3166
,25,1 medium or regular slice,,,1,3166
,25,Quantity not specified,,,1,3166
,12,"1 slice, crust not eaten",,,1,3166
,43,1 large or thick slice,,,1,3167
,10,"1 slice, snack-size",,,1,3167
,34,1 medium or regular slice,,,1,3167
,26,1 small or thin/very thin slice,,,1,3167
,34,Quantity not specified,,,1,3167
,16,"1 slice, crust not eaten",,,1,3167
,39,1 large or thick slice,,,1,3168
,15,"1 slice, crust not eaten",,,1,3168
,9,"1 slice, snack-size",,,1,3168
,24,1 small or thin/very thin slice,,,1,3168
,31,1 medium or regular slice,,,1,3168
,31,Quantity not specified,,,1,3168
,43,1 large or thick slice,,,1,3169
,13,"1 slice, crust not eaten",,,1,3169
,10,"1 slice, snack-size",,,1,3169
,24,1 small or thin/very thin slice,,,1,3169
,28,1 medium or regular slice,,,1,3169
,28,Quantity not specified,,,1,3169
,39,1 large or thick slice,,,1,3170
,12,"1 slice, crust not eaten",,,1,3170
,9,"1 slice, snack-size",,,1,3170
,22,1 small or thin/very thin slice,,,1,3170
,25,1 medium or regular slice,,,1,3170
,25,Quantity not specified,,,1,3170
,43,1 large or thick slice,,,1,3171
,10,"1 slice, snack-size",,,1,3171
,13,"1 slice, crust not eaten",,,1,3171
,28,1 medium or regular slice,,,1,3171
,24,1 small or thin/very thin slice,,,1,3171
,28,Quantity not specified,,,1,3171
,39,1 large or thick slice,,,1,3172
,9,"1 slice, snack-size",,,1,3172
,22,1 small or thin/very thin slice,,,1,3172
,25,1 medium or regular slice,,,1,3172
,12,"1 slice, crust not eaten",,,1,3172
,25,Quantity not specified,,,1,3172
,82,1 individual loaf,,,1,3173
,43,1 large or thick slice,,,1,3173
,14,"1 slice, crust not eaten",,,1,3173
,10,"1 slice, snack-size",,,1,3173
,2.6,1 cubic inch,,,1,3173
,31,1 medium or regular slice,,,1,3173
,24,1 small or thin/very thin slice,,,1,3173
,31,Quantity not specified,,,1,3173
,2.4,1 cubic inch,,,1,3174
,39,1 large or thick slice,,,1,3174
,13,"1 slice, crust not eaten",,,1,3174
,9,"1 slice, snack-size",,,1,3174
,22,1 small or thin/very thin slice,,,1,3174
,28,1 medium or regular slice,,,1,3174
,28,Quantity not specified,,,1,3174
,13,"1 slice, crust not eaten",,,1,3175
,10,"1 slice, snack-size",,,1,3175
,24,1 small or thin/very thin slice,,,1,3175
,28,1 medium or regular slice,,,1,3175
,43,1 large or thick slice,,,1,3175
,28,Quantity not specified,,,1,3175
,12,"1 slice, crust not eaten",,,1,3176
,9,"1 slice, snack-size",,,1,3176
,22,1 small or thin/very thin slice,,,1,3176
,25,1 medium or regular slice,,,1,3176
,39,1 large or thick slice,,,1,3176
,25,Quantity not specified,,,1,3176
,44,1 slice,,,1,3177
,44,Quantity not specified,,,1,3177
,4.7,1 cubic inch,,,1,3177
,4.3,1 cubic inch,,,1,3178
,40,1 slice,,,1,3178
,40,Quantity not specified,,,1,3178
,59,1 large or thick slice,,,1,3179
,43,1 slice,,,1,3179
,14,"1 slice, snack-size",,,1,3179
,32,1 small or thin/very thin slice,,,1,3179
,43,1 medium or regular slice,,,1,3179
,43,Quantity not specified,,,1,3179
,140,1 cup,,,1,3180
,8.2,1 cubic inch,,,1,3180
,136,"1 piece (8"" dia)",,,1,3180
,104,"1 piece (7"" dia)",,,1,3180
,26,1 slice or roll,,,1,3180
,26,Quantity not specified,,,1,3180
,2.9,1 cubic inch,,,1,3181
,28,1 miniature/small roll,,,1,3181
,68,1 extra large roll,,,1,3181
,43,1 medium/regular/sandwich size roll,,,1,3181
,43,Quantity not specified,,,1,3181
,52,1 large roll,,,1,3181
,2.3,1 cubic inch,,,1,3182
,62,1 large (include Kaiser),,,1,3182
,56,1 medium/regular/sandwich size roll,,,1,3182
,25,1 miniature/small roll,,,1,3182
,56,Quantity not specified,,,1,3182
,45,1 hot dog bun,,,1,3183
,45,Quantity not specified,,,1,3183
,83,1 foot long hot dog bun,,,1,3183
,52,1 hamburger bun,,,1,3184
,52,Quantity not specified,,,1,3184
,28,1 miniature/small hamburger bun,,,1,3184
,28,1 roll,,,1,3185
,28,Quantity not specified,,,1,3185
,28,1 roll,,,1,3186
,28,Quantity not specified,,,1,3186
,41,1 roll,,,1,3187
,41,Quantity not specified,,,1,3187
,57,1 large (6 per 12 oz package),,,1,3188
,45,1 medium,,,1,3188
,34,1 small (10 per 12 oz package),,,1,3188
,45,Quantity not specified,,,1,3188
,43,1 large roll,,,1,3189
,35,1 medium/regular/sandwich size roll,,,1,3189
,28,1 miniature/small roll,,,1,3189
,43,Quantity not specified,,,1,3189
,153,"1 large (11-1/2"" long)",,,1,3190
,106,"1 medium (8"" long)",,,1,3190
,106,Quantity not specified,,,1,3190
,73,"1 small (5-1/2"" long)",,,1,3190
,162,1 large roll,,,1,3191
,76,1 miniature/small roll,,,1,3191
,117,Quantity not specified,,,1,3191
,117,1 medium/regular/sandwich size roll,,,1,3191
,34,1 miniature/small roll,,,1,3192
,57,1 large roll,,,1,3192
,45,1 medium/regular/sandwich size roll,,,1,3192
,45,Quantity not specified,,,1,3192
,6.5,1 cubic inch,,,1,3193
,153,1 large,,,1,3193
,527,1 loaf,,,1,3193
,90,1 medium,,,1,3193
,30,1 miniature,,,1,3193
,56,1 slice,,,1,3193
,54,1 small,,,1,3193
,28,1 Hawaiian roll,,,1,3193
,90,Quantity not specified,,,1,3193
,6.5,1 cubic inch,,,1,3194
,153,1 large,,,1,3194
,90,1 medium,,,1,3194
,30,1 miniature,,,1,3194
,54,1 small,,,1,3194
,90,Quantity not specified,,,1,3194
,6.5,1 cubic inch,,,1,3195
,153,1 large,,,1,3195
,30,1 miniature,,,1,3195
,54,1 small,,,1,3195
,90,Quantity not specified,,,1,3195
,90,1 medium,,,1,3195
,153,1 large,,,1,3196
,90,1 medium,,,1,3196
,30,1 miniature roll,,,1,3196
,54,1 small,,,1,3196
,6.5,1 cubic inch,,,1,3196
,66,1 Little Debbie,,,1,3196
,240,1 Cinnabon,,,1,3196
,42,1 Papa John stick,,,1,3196
,27,1 Pizza Hut stick,,,1,3196
,90,Quantity not specified,,,1,3196
,6.5,1 cubic inch,,,1,3197
,153,1 large,,,1,3197
,30,1 miniature,,,1,3197
,54,1 small,,,1,3197
,90,Quantity not specified,,,1,3197
,90,1 medium,,,1,3197
,6.5,1 cubic inch,,,1,3198
,71,1 Weight Watchers Apple Sweet Roll,,,1,3198
,153,1 large,,,1,3198
,54,1 small,,,1,3198
,90,Quantity not specified,,,1,3198
,90,1 medium,,,1,3198
,6.5,1 cubic inch,,,1,3199
,83,1 large,,,1,3199
,90,1 medium,,,1,3199
,30,1 miniature,,,1,3199
,54,1 small,,,1,3199
,90,Quantity not specified,,,1,3199
,96,1 large,,,1,3200
,76,1 medium,,,1,3200
,30,1 miniature,,,1,3200
,56,1 small,,,1,3200
,76,Quantity not specified,,,1,3200
,116,1 large,,,1,3201
,93,1 medium,,,1,3201
,40,1 miniature,,,1,3201
,70,1 small,,,1,3201
,93,Quantity not specified,,,1,3201
,4.4,1 cubic inch,,,1,3202
,326,"1 cake (8"" dia)",,,1,3202
,567,"1 cake (9"" square)",,,1,3202
,57,1 piece,,,1,3202
,47,1 slice,,,1,3202
,57,Quantity not specified,,,1,3202
,28,1 mini croissant,,,1,3203
,57,1 medium croissant,,,1,3203
