food_portion_modifier,food_portion_gram_weight,food_portion_desription,food_portion_measure_unit_name,food_portion_measure_unit_abbreviation,active,ingredient_id
,17,"1 fried shrimp, NFS",,,1,1653
,25,1 extra-large shrimp (shelled),,,1,1653
,30,1 jumbo shrimp (shelled),,,1,1653
,17,1 large shrimp (shelled),,,1,1653
,11,1 medium shrimp (shelled),,,1,1653
,17,1 prawn,,,1,1653
,6,1 small shrimp (shelled),,,1,1653
,2,"1 tiny shrimp (""popcorn"")",,,1,1653
,57,Quantity not specified,,,1,1653
,129,"1 cup, cooked",,,1,1654
,30,"1 oz, without shell, raw (yield after cooking)",,,1,1654
,24,"1 oz, with shell, raw (yield after cooking, shell removed)",,,1,1654
,28,"1 oz, without shell, cooked",,,1,1654
,17,"1 fried shrimp, NFS",,,1,1654
,17,1 extra-large shrimp (shelled),,,1,1654
,30,1 jumbo shrimp (shelled),,,1,1654
,11,1 medium shrimp (shelled),,,1,1654
,17,1 large shrimp (shelled),,,1,1654
,6,1 small shrimp (shelled),,,1,1654
,2,"1 tiny shrimp (""popcorn"")",,,1,1654
,17,1 prawn,,,1,1654
,57,Quantity not specified,,,1,1654
,129,"1 cup, cooked",,,1,1655
,30,"1 oz, without shell, raw (yield after cooking)",,,1,1655
,28,"1 oz, without shell, cooked",,,1,1655
,24,"1 oz, with shell, raw (yield after cooking, shell removed)",,,1,1655
,25,1 extra-large shrimp (shelled),,,1,1655
,17,"1 fried shrimp, NFS",,,1,1655
,30,1 jumbo shrimp (shelled),,,1,1655
,11,1 medium shrimp (shelled),,,1,1655
,17,1 large shrimp (shelled),,,1,1655
,17,1 prawn,,,1,1655
,6,1 small shrimp (shelled),,,1,1655
,2,"1 tiny shrimp (""popcorn"")",,,1,1655
,57,Quantity not specified,,,1,1655
,129,"1 cup, cooked",,,1,1656
,28,"1 oz, without shell, cooked",,,1,1656
,24,"1 oz, with shell, raw (yield after cooking, shell removed)",,,1,1656
,30,"1 oz, without shell, raw (yield after cooking)",,,1,1656
,25,1 extra-large shrimp (shelled),,,1,1656
,17,"1 fried shrimp, NFS",,,1,1656
,17,1 large shrimp (shelled),,,1,1656
,11,1 medium shrimp (shelled),,,1,1656
,17,1 prawn,,,1,1656
,6,1 small shrimp (shelled),,,1,1656
,30,1 jumbo shrimp (shelled),,,1,1656
,2,"1 tiny shrimp (""popcorn"")",,,1,1656
,57,Quantity not specified,,,1,1656
,24,"1 oz, with shell, raw (yield after cooking, shell removed)",,,1,1657
,30,"1 oz, without shell, raw (yield after cooking)",,,1,1657
,28,"1 oz, without shell, cooked",,,1,1657
,25,1 extra-large shrimp (shelled),,,1,1657
,129,"1 cup, cooked",,,1,1657
,17,"1 fried shrimp, NFS",,,1,1657
,17,1 large shrimp (shelled),,,1,1657
,11,1 medium shrimp (shelled),,,1,1657
,17,1 prawn,,,1,1657
,6,1 small shrimp (shelled),,,1,1657
,57,Quantity not specified,,,1,1657
,2,"1 tiny shrimp (""popcorn"")",,,1,1657
,129,"1 cup, cooked",,,1,1658
,30,"1 oz, without shell, raw (yield after cooking)",,,1,1658
,28,"1 oz, without shell, cooked",,,1,1658
,24,"1 oz, with shell, raw (yield after cooking, shell removed)",,,1,1658
,17,"1 fried shrimp, NFS",,,1,1658
,30,1 jumbo shrimp (shelled),,,1,1658
,25,1 extra-large shrimp (shelled),,,1,1658
,17,1 large shrimp (shelled),,,1,1658
,11,1 medium shrimp (shelled),,,1,1658
,17,1 prawn,,,1,1658
,6,1 small shrimp (shelled),,,1,1658
,57,Quantity not specified,,,1,1658
,2,"1 tiny shrimp (""popcorn"")",,,1,1658
,129,"1 cup, cooked",,,1,1659
,28,"1 oz, without shell, cooked",,,1,1659
,30,"1 oz, without shell, raw (yield after cooking)",,,1,1659
,24,"1 oz, with shell, raw (yield after cooking, shell removed)",,,1,1659
,17,"1 fried shrimp, NFS",,,1,1659
,25,1 extra-large shrimp (shelled),,,1,1659
,30,1 jumbo shrimp (shelled),,,1,1659
,17,1 large shrimp (shelled),,,1,1659
,17,1 prawn,,,1,1659
,11,1 medium shrimp (shelled),,,1,1659
,6,1 small shrimp (shelled),,,1,1659
,2,"1 tiny shrimp (""popcorn"")",,,1,1659
,57,Quantity not specified,,,1,1659
,129,"1 cup, cooked",,,1,1660
,28,"1 oz, without shell, cooked",,,1,1660
,30,"1 oz, without shell, raw (yield after cooking)",,,1,1660
,24,"1 oz, with shell, raw (yield after cooking, shell removed)",,,1,1660
,30,1 jumbo shrimp (shelled),,,1,1660
,25,1 extra-large shrimp (shelled),,,1,1660
,17,"1 fried shrimp, NFS",,,1,1660
,17,1 large shrimp (shelled),,,1,1660
,11,1 medium shrimp (shelled),,,1,1660
,17,1 prawn,,,1,1660
,6,1 small shrimp (shelled),,,1,1660
,2,"1 tiny shrimp (""popcorn"")",,,1,1660
,57,Quantity not specified,,,1,1660
,129,"1 cup, cooked",,,1,1661
,24,"1 oz, with shell, raw (yield after cooking, shell removed)",,,1,1661
,30,"1 oz, without shell, raw (yield after cooking)",,,1,1661
,28,"1 oz, without shell, cooked",,,1,1661
,17,"1 fried shrimp, NFS",,,1,1661
,25,1 extra-large shrimp (shelled),,,1,1661
,30,1 jumbo shrimp (shelled),,,1,1661
,17,1 large shrimp (shelled),,,1,1661
,11,1 medium shrimp (shelled),,,1,1661
,17,1 prawn,,,1,1661
,2,"1 tiny shrimp (""popcorn"")",,,1,1661
,57,Quantity not specified,,,1,1661
,6,1 small shrimp (shelled),,,1,1661
,129,"1 cup, cooked",,,1,1662
,30,"1 oz, without shell, raw (yield after cooking)",,,1,1662
,24,"1 oz, with shell, raw (yield after cooking, shell removed)",,,1,1662
,25,1 extra-large shrimp (shelled),,,1,1662
,17,"1 fried shrimp, NFS",,,1,1662
,28,"1 oz, without shell, cooked",,,1,1662
,30,1 jumbo shrimp (shelled),,,1,1662
,17,1 large shrimp (shelled),,,1,1662
,11,1 medium shrimp (shelled),,,1,1662
,17,1 prawn,,,1,1662
,6,1 small shrimp (shelled),,,1,1662
,2,"1 tiny shrimp (""popcorn"")",,,1,1662
,57,Quantity not specified,,,1,1662
,129,"1 cup, cooked",,,1,1663
,28,"1 oz, without shell, cooked",,,1,1663
,30,"1 oz, without shell, raw (yield after cooking)",,,1,1663
,24,"1 oz, with shell, raw (yield after cooking, shell removed)",,,1,1663
,17,"1 fried shrimp, NFS",,,1,1663
,25,1 extra-large shrimp (shelled),,,1,1663
,30,1 jumbo shrimp (shelled),,,1,1663
,11,1 medium shrimp (shelled),,,1,1663
,17,1 large shrimp (shelled),,,1,1663
,17,1 prawn,,,1,1663
,6,1 small shrimp (shelled),,,1,1663
,2,"1 tiny shrimp (""popcorn"")",,,1,1663
,57,Quantity not specified,,,1,1663
,38,1 cup,,,1,1664
,5,10 shrimp,,,1,1664
,28,Quantity not specified,,,1,1664
,28.35,1 oz,,,1,1664
,128,1 cup,,,1,1665
,28.35,"1 oz, cooked",,,1,1665
,19,"1 oz, canned, yields",,,1,1665
,32,10 shrimp,,,1,1665
,113,"1 can (6 oz), yields",,,1,1665
,85,Quantity not specified,,,1,1665
,28.35,"1 oz, without shell, cooked",,,1,1666
,5,1 snail,,,1,1666
,57,Quantity not specified,,,1,1666
,249,1 cup,,,1,1667
,65,1 slice with sauce,,,1,1667
,187,Quantity not specified,,,1,1667
,249,1 cup,,,1,1668
,187,Quantity not specified,,,1,1668
,244,1 cup,,,1,1669
,183,Quantity not specified,,,1,1669
,244,1 cup,,,1,1670
,183,Quantity not specified,,,1,1670
,183,Quantity not specified,,,1,1671
,244,1 cup,,,1,1671
,254,1 cup,,,1,1672
,190,Quantity not specified,,,1,1672
,254,1 cup,,,1,1673
,190,Quantity not specified,,,1,1673
,254,1 cup,,,1,1674
,190,Quantity not specified,,,1,1674
,254,1 cup,,,1,1675
,190,Quantity not specified,,,1,1675
,254,1 cup,,,1,1676
,190,Quantity not specified,,,1,1676
,254,1 cup,,,1,1677
,64,Guideline amount per hot dog or per hamburger,,,1,1677
,64,Guideline amount per cup of french fries,,,1,1677
,190,Quantity not specified,,,1,1677
,190,Quantity not specified,,,1,1678
,254,1 cup,,,1,1678
,254,1 cup,,,1,1679
,190,Quantity not specified,,,1,1679
,188,Quantity not specified,,,1,1680
,251,1 cup,,,1,1680
,244,1 cup,,,1,1681
,17,"1 cubic inch, boneless, cooked",,,1,1681
,158,1 large patty with gravy,,,1,1681
,115,1 medium patty with gravy,,,1,1681
,65,1 slice with gravy,,,1,1681
,183,Quantity not specified,,,1,1681
,83,1 small patty with gravy,,,1,1681
,244,1 cup,,,1,1682
,129,1 steak with gravy,,,1,1682
,794,1 frozen family size package (6 steaks),,,1,1682
,183,Quantity not specified,,,1,1682
,256,1 cup,,,1,1683
,192,Quantity not specified,,,1,1683
,256,1 cup,,,1,1684
,192,Quantity not specified,,,1,1684
,246,1 cup,,,1,1685
,186,Quantity not specified,,,1,1685
,246,1 cup,,,1,1686
,45,1 meatball with sauce,,,1,1686
,186,Quantity not specified,,,1,1686
,256,1 cup,,,1,1687
,17.7,1 cubic inch,,,1,1687
,65,1 slice with sauce,,,1,1687
,192,Quantity not specified,,,1,1687
,244,1 cup,,,1,1688
,183,Quantity not specified,,,1,1688
,240,1 cup,,,1,1689
,240,Quantity not specified,,,1,1689
,200,1 cup,,,1,1690
,200,Quantity not specified,,,1,1690
,244,1 cup,,,1,1691
,183,Quantity not specified,,,1,1691
,263,1 cup,,,1,1692
,68,1 rib with sauce,,,1,1692
,58,1 slice with sauce,,,1,1692
,197,Quantity not specified,,,1,1692
,189,Quantity not specified,,,1,1693
,252,1 cup,,,1,1693
,222,1 cup,,,1,1694
,166,Quantity not specified,,,1,1694
,224,1 cup,,,1,1695
,168,Quantity not specified,,,1,1695
,150,Quantity not specified,,,1,1696
,50,1 meatball with sauce,,,1,1696
,200,1 cup,,,1,1697
,150,Quantity not specified,,,1,1697
,134,1 slice with gravy and stuffing,,,1,1698
,134,Quantity not specified,,,1,1698
,200,1 cup,,,1,1699
,150,Quantity not specified,,,1,1699
,176,Quantity not specified,,,1,1700
,235,1 cup,,,1,1700
,244,1 cup,,,1,1701
,117,1 pork chop with gravy,,,1,1701
,65,1 slice with gravy,,,1,1701
,183,Quantity not specified,,,1,1701
,116,1 pork chop with sauce,,,1,1702
,58,1 slice with sauce,,,1,1702
,197,Quantity not specified,,,1,1702
,263,1 cup,,,1,1702
,226,1 cup,,,1,1703
,18,1 nugget,,,1,1703
,170,Quantity not specified,,,1,1703
,244,1 cup,,,1,1704
,183,Quantity not specified,,,1,1704
,115,1 pork chop with sauce,,,1,1705
,65,1 slice with sauce,,,1,1705
,183,Quantity not specified,,,1,1705
,244,1 cup,,,1,1705
,249,1 cup,,,1,1706
,116,1 pork chop with sauce,,,1,1706
,65,1 slice with sauce,,,1,1706
,187,Quantity not specified,,,1,1706
,248,1 cup,,,1,1707
,42,1 link with sauce,,,1,1707
,186,Quantity not specified,,,1,1707
,240,1 cup,,,1,1708
,60,Quantity not specified,,,1,1708
,244,1 cup,,,1,1709
,183,Quantity not specified,,,1,1709
,244,1 cup,,,1,1710
,183,Quantity not specified,,,1,1710
,115,1 pork chop with sauce,,,1,1710
,125,1 frankfurter with sauce,,,1,1711
,125,Quantity not specified,,,1,1711
,244,1 cup,,,1,1712
,183,Quantity not specified,,,1,1712
,68,1 frankfurter with sauce,,,1,1712
,236,1 cup,,,1,1713
,177,Quantity not specified,,,1,1713
,200,1 cup,,,1,1714
,150,Quantity not specified,,,1,1714
,254,1 cup,,,1,1715
,190,Quantity not specified,,,1,1715
,43,1 slice with gravy,,,1,1716
,244,1 cup,,,1,1716
,183,Quantity not specified,,,1,1716
,249,1 cup,,,1,1717
,187,Quantity not specified,,,1,1717
,177,1 cup,,,1,1718
,88,1 piece with gravy,,,1,1718
,133,Quantity not specified,,,1,1718
,244,1 cup,,,1,1719
,65,1 slice with gravy,,,1,1719
,183,Quantity not specified,,,1,1719
,246,1 cup,,,1,1720
,185,Quantity not specified,,,1,1720
,188,1 cup,,,1,1721
,99,1 piece with sauce,,,1,1721
,141,Quantity not specified,,,1,1721
,96,1 slice with sauce,,,1,1722
,96,Quantity not specified,,,1,1722
,209,1 cup,,,1,1723
,182,1 patty with sauce and cheese,,,1,1723
,157,Quantity not specified,,,1,1723
,140,1 cup,,,1,1724
,96,1 slice with sauce,,,1,1724
,105,Quantity not specified,,,1,1724
,229,1 roll (with ham and sauce),,,1,1725
,229,Quantity not specified,,,1,1725
,249,1 cup,,,1,1726
,187,Quantity not specified,,,1,1726
,244,1 cup,,,1,1727
,18,"1 cubic inch, boneless, cooked",,,1,1727
,183,Quantity not specified,,,1,1727
,65,1 slice with gravy,,,1,1727
,254,1 cup,,,1,1728
,190,Quantity not specified,,,1,1728
,244,1 cup,,,1,1729
,197,1 chicken leg with sauce,,,1,1729
,107,1 chicken thigh with sauce,,,1,1729
,90,1 chicken drumstick with sauce,,,1,1729
,59,1 chicken wing with sauce,,,1,1729
,24,1 slice of chicken with sauce,,,1,1729
,48,1 slice of turkey with sauce,,,1,1729
,169,1/2 chicken breast with sauce,,,1,1729
,244,Quantity not specified,,,1,1729
,65,Quantity not specified,,,1,1730
,260,1 cup,,,1,1730
,77,1 chicken thigh with sauce,,,1,1731
,244,1 cup,,,1,1731
,67,1 chicken drumstick with sauce,,,1,1731
,44,1 chicken wing with sauce,,,1,1731
,144,1 chicken leg with sauce,,,1,1731
,22,1 slice of chicken with sauce,,,1,1731
,128,1/2 chicken breast with sauce,,,1,1731
,244,Quantity not specified,,,1,1731
,254,1 cup,,,1,1732
,254,Quantity not specified,,,1,1732
,244,1 cup,,,1,1733
,44,1 chicken wing with gravy,,,1,1733
,145,1 chicken leg with gravy,,,1,1733
,68,1 chicken drumstick with gravy,,,1,1733
,78,1 chicken thigh with gravy,,,1,1733
,22,1 slice with gravy,,,1,1733
,129,1/2 chicken breast with gravy,,,1,1733
,244,Quantity not specified,,,1,1733
,244,Quantity not specified,,,1,1734
,244,1 cup,,,1,1734
,260,1 cup,,,1,1735
,65,Quantity not specified,,,1,1735
,244,1 cup,,,1,1736
,43,1 slice with gravy,,,1,1736
,244,Quantity not specified,,,1,1736
,44,1 chicken wing with sauce,,,1,1737
,241,1 cup,,,1,1737
,78,1 chicken thigh with sauce,,,1,1737
,68,1 chicken drumstick with sauce,,,1,1737
,145,1 chicken leg with sauce,,,1,1737
,22,1 slice of chicken with sauce,,,1,1737
,43,1 slice of turkey with sauce,,,1,1737
,129,1/2 chicken breast with sauce,,,1,1737
,241,Quantity not specified,,,1,1737
,256,1 cup,,,1,1738
,145,1 chicken leg with sauce,,,1,1738
,78,1 chicken thigh with sauce,,,1,1738
,68,1 chicken drumstick with sauce,,,1,1738
,44,1 chicken wing with sauce,,,1,1738
,22,1 slice of chicken with sauce,,,1,1738
,43,1 slice of turkey with sauce,,,1,1738
,129,1/2 chicken breast with sauce,,,1,1738
,256,Quantity not specified,,,1,1738
,244,1 cup,,,1,1739
,18,1 cubic inch,,,1,1739
,76,1 chicken thigh with sauce,,,1,1739
,145,1 chicken leg with sauce,,,1,1739
,70,1 chicken drumstick with sauce,,,1,1739
,128,1/2 chicken breast with sauce,,,1,1739
,183,Quantity not specified,,,1,1739
,47,1 chicken wing with sauce,,,1,1739
,165,1 cup,,,1,1740
,85,Quantity not specified,,,1,1740
,252,1 cup,,,1,1741
,18,1 nugget,,,1,1741
,189,Quantity not specified,,,1,1741
,252,1 cup,,,1,1742
,18,1 nugget,,,1,1742
,189,Quantity not specified,,,1,1742
,240,1 cup,,,1,1743
,240,Quantity not specified,,,1,1743
,200,1 cup,,,1,1744
,200,Quantity not specified,,,1,1744
,244,Quantity not specified,,,1,1745
,244,1 cup,,,1,1745
,241,1 cup,,,1,1746
,241,Quantity not specified,,,1,1746
,229,1 roll (1/2 breast with ham and sauce),,,1,1747
,140,Quantity not specified,,,1,1747
,140,1 cup,,,1,1747
,209,1 cup,,,1,1748
,182,1 patty with sauce and cheese,,,1,1748
,159,1/2 breast with sauce and cheese,,,1,1748
,106,1 thigh with sauce and cheese,,,1,1748
,209,Quantity not specified,,,1,1748
,252,1 cup,,,1,1749
,85,1 chicken thigh with sauce,,,1,1749
,47,1 chicken wing with sauce,,,1,1749
,156,1 chicken leg with sauce,,,1,1749
,71,1 chicken drumstick with sauce,,,1,1749
,134,1/2 chicken breast with sauce,,,1,1749
,189,Quantity not specified,,,1,1749
,156,1 chicken leg with sauce,,,1,1750
,47,1 chicken wing with sauce,,,1,1750
,85,1 chicken thigh with sauce,,,1,1750
,71,1 chicken drumstick with sauce,,,1,1750
,252,1 cup,,,1,1750
,134,1/2 chicken breast with sauce,,,1,1750
,189,Quantity not specified,,,1,1750
,258,1 serving (1 whole breast),,,1,1751
,258,Quantity not specified,,,1,1751
,210,"1 breast (4"" x 3"" x 3/4"")",,,1,1752
,210,Quantity not specified,,,1,1752
,124,Quantity not specified,,,1,1753
,249,1 cup,,,1,1753
,259,1 cup,,,1,1754
,194,1 stuffed crab,,,1,1754
,130,Quantity not specified,,,1,1754
,175,1 cup,,,1,1755
,88,Quantity not specified,,,1,1755
,175,1 cup,,,1,1756
,88,Quantity not specified,,,1,1756
,244,1 cup,,,1,1757
,122,Quantity not specified,,,1,1757
,188,1 cup,,,1,1758
,57,Quantity not specified,,,1,1758
,230,1 cup,,,1,1759
,23,1 shrimp with sauce,,,1,1759
,57,Quantity not specified,,,1,1759
,237,1 cup,,,1,1760
,118,Quantity not specified,,,1,1760
,244,1 cup,,,1,1761
,122,Quantity not specified,,,1,1761
,32,Quantity not specified,,,1,1762
,16,1 tablespoon,,,1,1762
,260,1 cup,,,1,1763
,65,Quantity not specified,,,1,1763
,260,1 cup,,,1,1764
,65,Quantity not specified,,,1,1764
,176,1 cup,,,1,1765
,12,1 shrimp,,,1,1765
,132,Quantity not specified,,,1,1765
,16,1 tablespoon,,,1,1766
,5,Quantity not specified,,,1,1766
,92,Quantity not specified,,,1,1767
,185,1 cup,,,1,1767
,136,1 cup,,,1,1768
,8,1 shrimp,,,1,1768
,57,Quantity not specified,,,1,1768
,5,1 tablespoon,,,1,1769
,28,Quantity not specified,,,1,1769
,222,1 cup,,,1,1770
,111,Quantity not specified,,,1,1770
,240,1 cup,,,1,1771
,240,Quantity not specified,,,1,1771
,200,1 cup,,,1,1772
,200,Quantity not specified,,,1,1772
,89,1 cup,,,1,1773
,5,"1 sardine (2-2/3"" x 1/2"" x 1/4"") with sauce",,,1,1773
,20,"1 sardine (3-1/2"" x 1-1/2"" x 3/8"") with sauce",,,1,1773
,44,Quantity not specified,,,1,1773
,12,"1 sardine (3"" x 1"" x 1/2"") with sauce",,,1,1773
,20,"1 sardine (3-1/2"" x 1-1/2"" x 3/8"") with sauce",,,1,1774
,5,"1 sardine (2-2/3"" x 1/2"" x 1/4"") with sauce",,,1,1774
,12,"1 sardine (3"" x 1"" x 1/2"") with sauce",,,1,1774
,44,Quantity not specified,,,1,1774
,201,1 cup,,,1,1775
,113,Quantity not specified,,,1,1775
,240,1 cup,,,1,1776
,12,1 mussel with sauce,,,1,1776
,120,Quantity not specified,,,1,1776
,244,1 cup,,,1,1777
,122,Quantity not specified,,,1,1777
,250,1 cup,,,1,1778
,113,Quantity not specified,,,1,1778
,170,1 cup,,,1,1779
,85,Quantity not specified,,,1,1779
,212,1 cup,,,1,1780
,106,Quantity not specified,,,1,1780
,227,1 cup,,,1,1781
,58,1 slice with sauce,,,1,1781
,114,Quantity not specified,,,1,1781
,263,1 cup,,,1,1782
,58,1 slice with sauce,,,1,1782
,197,Quantity not specified,,,1,1782
,235,1 cup,,,1,1783
,43,1 meatball with sauce,,,1,1783
,129,Quantity not specified,,,1,1783
,249,1 cup,,,1,1784
,187,Quantity not specified,,,1,1784
,260,1 cup,,,1,1785
,65,Quantity not specified,,,1,1785
,260,1 cup,,,1,1786
,65,Quantity not specified,,,1,1786
,95,"1 serving (3"" x 1"" x 2"")",,,1,1787
,95,Quantity not specified,,,1,1787
,222,1 cup,,,1,1788
,166,Quantity not specified,,,1,1788
,244,1 cup,,,1,1789
,183,Quantity not specified,,,1,1789
,190,1 cup,,,1,1790
,142,Quantity not specified,,,1,1790
,252,1 cup,,,1,1791
,189,Quantity not specified,,,1,1791
,244,1 cup,,,1,1792
,183,Quantity not specified,,,1,1792
,244,1 cup,,,1,1793
,183,Quantity not specified,,,1,1793
,252,1 cup,,,1,1794
,1341,"1 package, prepared",,,1,1794
,189,Quantity not specified,,,1,1794
,252,1 cup,,,1,1795
,189,Quantity not specified,,,1,1795
,190,1 cup,,,1,1796
,142,Quantity not specified,,,1,1796
,220,"1 cup, NFS",,,1,1797
,220,"1 cup, canned",,,1,1797
,190,"1 cup, homemade",,,1,1797
,716,1 large can (25.25 oz),,,1,1797
,425,1 medium can (15 oz),,,1,1797
,198,1 small can (7 oz),,,1,1797
,165,Quantity not specified,,,1,1797
,249,1 cup,,,1,1798
,187,Quantity not specified,,,1,1798
,222,1 cup,,,1,1799
,166,Quantity not specified,,,1,1799
,156,1 cup,,,1,1800
,839,"1 package, prepared",,,1,1800
,195,Quantity not specified,,,1,1800
,246,1 cup,,,1,1801
,1245,"1 package, prepared",,,1,1801
,307,Quantity not specified,,,1,1801
,249,1 cup,,,1,1802
,1245,"1 package, prepared",,,1,1802
,311,Quantity not specified,,,1,1802
,253,1 cup,,,1,1803
,316,Quantity not specified,,,1,1803
,249,1 cup,,,1,1804
,311,Quantity not specified,,,1,1804
,249,1 cup,,,1,1805
,311,Quantity not specified,,,1,1805
,249,1 cup,,,1,1806
,311,Quantity not specified,,,1,1806
,249,1 cup,,,1,1807
,311,Quantity not specified,,,1,1807
,249,1 cup,,,1,1808
,249,Quantity not specified,,,1,1808
,196,1 cup,,,1,1809
,245,Quantity not specified,,,1,1809
,256,1 cup,,,1,1810
,1408,"1 package, prepared",,,1,1810
,320,Quantity not specified,,,1,1810
,196,1 cup,,,1,1811
,245,Quantity not specified,,,1,1811
,305,Quantity not specified,,,1,1812
,244,1 cup,,,1,1812
,176,1 cup,,,1,1813
,35,1 porcupine ball with sauce,,,1,1813
,132,Quantity not specified,,,1,1813
,250,1 cup,,,1,1814
,312,Quantity not specified,,,1,1814
,222,1 cup,,,1,1815
,277,Quantity not specified,,,1,1815
,248,1 cup,,,1,1816
,310,Quantity not specified,,,1,1816
,248,1 cup,,,1,1817
,310,Quantity not specified,,,1,1817
,244,1 cup,,,1,1818
,1266,"1 package, prepared",,,1,1818
,244,Quantity not specified,,,1,1818
,248,1 cup,,,1,1819
,1240,"1 package, prepared",,,1,1819
,310,Quantity not specified,,,1,1819
,140,1 cup,,,1,1820
,28.35,1 oz,,,1,1820
,22,"1 oz, raw (yield after cooking)",,,1,1820
,19,1 cubic inch,,,1,1820
,7,1 cocktail meatball,,,1,1820
,42,1 large meatball,,,1,1820
,134,1 large patty,,,1,1820
,28,1 medium meatball,,,1,1820
,108,1 medium slice,,,1,1820
,144,1 large slice,,,1,1820
,101,1 medium patty,,,1,1820
,14,1 small meatball,,,1,1820
,86,1 small or thin slice,,,1,1820
,81,1 small patty,,,1,1820
,84,Quantity not specified,,,1,1820
,178,1 cup,,,1,1821
,28.35,"1 oz, cooked",,,1,1821
,22,"1 oz, raw (yield after cooking)",,,1,1821
,19,1 cubic inch,,,1,1821
,9,1 cocktail meatball,,,1,1821
,170,1 large patty,,,1,1821
,53,1 large meatball,,,1,1821
,183,1 large slice,,,1,1821
,128,1 medium patty,,,1,1821
,137,1 medium slice,,,1,1821
,18,1 small meatball,,,1,1821
,36,1 medium meatball,,,1,1821
,103,1 small patty,,,1,1821
,109,1 small or thin slice,,,1,1821
,108,Quantity not specified,,,1,1821
,116,1 slice,,,1,1822
,87,Quantity not specified,,,1,1822
,100,1 patty,,,1,1823
,100,Quantity not specified,,,1,1823
,176,1 cup,,,1,1824
,35,1 porcupine ball with sauce,,,1,1824
,132,Quantity not specified,,,1,1824
,190,"1 serving (1 slice, 3/4"" x 3"" with 1/4 cup potatoes)",,,1,1825
,190,Quantity not specified,,,1,1825
,212,1 cup,,,1,1826
,159,Quantity not specified,,,1,1826
,280,1 cup,,,1,1827
,210,Quantity not specified,,,1,1827
,140,1 cup,,,1,1828
,7,1 cocktail meatball,,,1,1828
,42,1 large meatball,,,1,1828
,144,1 large slice,,,1,1828
,108,1 medium slice,,,1,1828
,28,1 medium meatball,,,1,1828
,14,1 small meatball,,,1,1828
,86,1 small or thin slice,,,1,1828
,84,Quantity not specified,,,1,1828
,244,1 cup,,,1,1829
,305,Quantity not specified,,,1,1829
,248,1 cup,,,1,1830
,310,Quantity not specified,,,1,1830
,140,1 cup,,,1,1831
,62,"1 croquette (1-1/2"" dia, 2"" high)",,,1,1831
,105,Quantity not specified,,,1,1831
,244,1 cup,,,1,1832
,305,Quantity not specified,,,1,1832
,244,1 cup,,,1,1833
,305,Quantity not specified,,,1,1833
,244,1 cup,,,1,1834
,305,Quantity not specified,,,1,1834
,200,1 cup,,,1,1835
,155,1 stuffed pork chop,,,1,1835
,150,Quantity not specified,,,1,1835
,244,1 cup,,,1,1836
,305,Quantity not specified,,,1,1836
,244,1 cup,,,1,1837
,305,Quantity not specified,,,1,1837
,157,1 cup,,,1,1838
,196,Quantity not specified,,,1,1838
,196,1 cup,,,1,1839
,245,Quantity not specified,,,1,1839
,189,Quantity not specified,,,1,1840
,252,1 cup,,,1,1840
,249,1 cup,,,1,1841
,187,Quantity not specified,,,1,1841
,120,Quantity not specified,,,1,1842
,120,"1 slice (3"" x 3/4"") with stuffing",,,1,1842
,244,1 cup,,,1,1843
,183,Quantity not specified,,,1,1843
,140,1 cup,,,1,1844
,144,1 large slice,,,1,1844
,108,1 medium slice,,,1,1844
,86,1 small or thin slice,,,1,1844
,70,Quantity not specified,,,1,1844
,252,1 cup,,,1,1845
,189,Quantity not specified,,,1,1845
,184,1 cup (yield after bone removed),,,1,1846
,206,"1 serving (2 pig's feet, 3"" x 2"", two slices Spanish sausage, 1"" x 1/4"", 1/2 cup sauce) (yield after bone removed)",,,1,1846
,138,Quantity not specified,,,1,1846
,252,1 cup,,,1,1847
,189,Quantity not specified,,,1,1847
,249,1 cup,,,1,1848
,311,Quantity not specified,,,1,1848
,140,1 cup,,,1,1849
,19,1 cubic inch,,,1,1849
,42,1 large meatball,,,1,1849
,28,1 medium meatball,,,1,1849
,144,1 large slice,,,1,1849
,108,1 medium slice,,,1,1849
,86,1 small or thin slice,,,1,1849
,14,1 small meatball,,,1,1849
,84,Quantity not specified,,,1,1849
,224,1 cup,,,1,1850
,280,Quantity not specified,,,1,1850
,249,1 cup,,,1,1851
,311,Quantity not specified,,,1,1851
,190,1 cup,,,1,1852
,190,Quantity not specified,,,1,1852
,157,1 cup,,,1,1853
,196,Quantity not specified,,,1,1853
,224,1 cup,,,1,1854
,280,Quantity not specified,,,1,1854
,224,1 cup,,,1,1855
,280,Quantity not specified,,,1,1855
,224,1 cup,,,1,1856
,280,Quantity not specified,,,1,1856
,242,Quantity not specified,,,1,1857
,242,1 cup,,,1,1857
,224,1 cup,,,1,1858
,280,Quantity not specified,,,1,1858
,246,1 cup,,,1,1859
,307,Quantity not specified,,,1,1859
,224,1 cup,,,1,1860
,280,Quantity not specified,,,1,1860
,224,1 cup,,,1,1861
,224,Quantity not specified,,,1,1861
,196,1 cup,,,1,1862
,245,Quantity not specified,,,1,1862
,196,1 cup,,,1,1863
,245,Quantity not specified,,,1,1863
,248,1 cup,,,1,1864
,310,Quantity not specified,,,1,1864
,244,1 cup,,,1,1865
,305,Quantity not specified,,,1,1865
,244,1 cup,,,1,1866
,244,Quantity not specified,,,1,1866
,248,1 cup,,,1,1867
,310,Quantity not specified,,,1,1867
,244,Quantity not specified,,,1,1868
